"Código Liquidação";"Código Liquidação Resumido";"Data Emissão";"Código Tipo Documento";"Tipo Documento";"Código Órgão Superior";"Órgão Superior";"Código Órgão";"Órgão";"Código Unidade Gestora";"Unidade Gestora";"Código Gestão";"Gestão";"Código Favorecido";"Favorecido";"Observação";"Código Categoria de Despesa";"Categoria de Despesa";"Código Grupo de Despesa";"Grupo de Despesa";"Código Modalidade de Aplicação";"Modalidade de Aplicação";"Código Elemento de Despesa";"Elemento de Despesa";"Código Plano Orçamentário";"Plano Orçamentário";"Código Programa Governo";"Nome Programa Governo"
"390079392522020NS000008";"2020NS000008";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"39000";"Ministério da Infraestrutura";"39252";"Departamento Nacional de Infraestrutura de Tr";"390079";"ADMINISTRAÇÃO DA HIDROVIA DO PARAGUAI";"39252";"DEPTO. NAC. DE INFRA­ESTRUTURA DE TRANSPORTES";"03982931000120";"EMPRESA DE SANEAMENTO DE MATO GROSSO DO SUL S.A.SANESUL";"LIQUIDACAO DA FATURA DE SERVICO DE FORNECIMENTO DE AGUA/ESGOTO Nº138453934, COMPETENCIA DEZEMBRO/2019, DA EMPRESA SANESUL/S.A, PARA AHIPAR CORUMBA E LADARIO/MS, PROCESSO N. 50016.000020/2019-06.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"39";"Outros Serviços de Terceiros - Pessoa Jurídic";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000596";"2020NS000596";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL:GAP-CO NF 2379 DE 18/12/2019  UG 120629 GAP-CO PRO: 67278.008694/2018-81. NF EMITIDA 17/12/2019 E RECEBIDA 18/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"155001152752020NS001085";"2020NS001085";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"***.762.300-**";"ROSA KUCYK";"APROP DA PROPOSTA DE CONCESSAO SF DE ROSA KUCYK, PERIODO DE 01/01 A 24/01/2020, SENDO R$ 800,00 PARA DESP. DE CONSUMO E R$200,00 PARA SERV. PRESTADO.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"MU";"Múltiplo";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000612";"2020NS000612";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL: GAP-CO - NF 2413 DE 02/01/2020  UG. 120629 GAP-CO PROCESSO 67278.008694/2018-81.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"154857264082020NS000004";"2020NS000004";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26408";"Instituto Federal do Maranhão";"154857";"INST.FED.DO MARANHAO/CAMPUS ITAPECURU MIRIM";"26408";"INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO";"05255236000192";"DILUKA POWER LTDA";"LIQUIDACAO PARA ATENDER DESPESAS COM AQUISICAO DE FILTROS PURIFICADORES MULTIUSO, CONFORME PROCESSO_NR. 23249.014475.2019-94, EMITIDO EM 11/11/2019, NF 8840.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000575";"2020NS000575";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL:GAP-CO NF 2378 DE 17/12/2019  UG 120629 GAP-CO PRO: 67278.008694/2018-81. NF EMITIDA 16/12/2019 E RECEBIDA 17/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"155001152752020NS001021";"2020NS001021";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"***.520.330-**";"JOAO ALVES RIBEIRO FILHO";"APROP DA PROPOSTA DE CONCESSAO SF DE JOAO ALVES RIBEIRO FILHO, PERIODO DE 01/01 A 24/01/2020, SENDO R$2.700,00 PARA DESP DE CONSUMO.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000574";"2020NS000574";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL:GAP-CO NF 2363 DE 12/12/2019  UG 120629 GAP-CO PRO: 67278.008694/2018-81. NF EMITIDA 09/12/2019 E RECEBIDA 12/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"155001152752020NS001014";"2020NS001014";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"***.979.730-**";"AMARANTE MENEZES DE OLIVEIRA";"APROP DA PROPOSTA DE CONCESSAO SF DE AMARANTE MENEZES DE OLIVEIRA, PERIODO DE 01/01 A 24/01/2020, SENDO R$ 400,00 PARA DESP. CONSUMO, R$ 350,00 P/PREST. SERVICO.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"MU";"Múltiplo";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000770";"2020NS000770";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL:GAP-CO NF 2399 DE 27/12/19  UG 120629 GAP-CO PRO: 67278.008694/2018-81. NF EMITIDA 26/12/19 E RECEBIDA 27/12/19, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"390079392522020NS000006";"2020NS000006";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"39000";"Ministério da Infraestrutura";"39252";"Departamento Nacional de Infraestrutura de Tr";"390079";"ADMINISTRAÇÃO DA HIDROVIA DO PARAGUAI";"39252";"DEPTO. NAC. DE INFRA­ESTRUTURA DE TRANSPORTES";"04089570000150";"AGUAS GUARIROBA SA";"LIQUIDACAO DA FATURA DE SERVICO DE FORNECIMENTO DE AGUA/ESGOTO Nº 247696, DA EMPRESA AGUAS GUARIROBA, PARA ATENDER A AHIPAR CAMPO GRANDE/MS, REFERENTE AO MES DE DEZEMBRO/2019, PROCESSO N. 50016.000021/2019-42.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"39";"Outros Serviços de Terceiros - Pessoa Jurídic";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000564";"2020NS000564";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL: GAP-CO - NF 2410 DE 30/12/2019  UG. 120629 GAP-CO PROCESSO 67278.008694/2018-81";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"390079392522020NS000069";"2020NS000069";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"39000";"Ministério da Infraestrutura";"39252";"Departamento Nacional de Infraestrutura de Tr";"390079";"ADMINISTRAÇÃO DA HIDROVIA DO PARAGUAI";"39252";"DEPTO. NAC. DE INFRA­ESTRUTURA DE TRANSPORTES";"15413826000150";"ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA";"LIQUIDACAO DAS FATURAS DE PRESTACAO DE SERVICO DE FORNECIMENTO DE ENERGIA ELETRICA, PARA ATENDER A SEDE DA AHIPAR LADARIO/MS, FATURA 3280794, DA EMPRESA ENERGIZA S/A, REFERENTE AO ATRASO DO MES DE DEZEMBRO/2019, PROCESSO 50016.000032/2019-22. CONTRATO N. 772/2016.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"39";"Outros Serviços de Terceiros - Pessoa Jurídic";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000771";"2020NS000771";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL:GAP-CO NF 2406 DE 30/12/19  UG 120629 GAP-CO PRO: 67278.008694/2018-81. NF EMITIDA 27/12/19 E RECEBIDA 30/12/19, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"390079392522020NS000034";"2020NS000034";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"39000";"Ministério da Infraestrutura";"39252";"Departamento Nacional de Infraestrutura de Tr";"390079";"ADMINISTRAÇÃO DA HIDROVIA DO PARAGUAI";"39252";"DEPTO. NAC. DE INFRA­ESTRUTURA DE TRANSPORTES";"15413826000150";"ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA";"LIQUIDACAO DAS FATURAS DE PRESTACAO DE SERVICO DE FORNECIMENTO DE ENERGIA ELETRICA, PARA ATENDER A SEDE DA AHIPAR CORUMBA/MS E LADARIO/MS, FATURA 3419052, 3421187 E 3488040, DA EMPRESA ENERGIZA S/A, REFERENTE AO MES DE DEZEMBRO/2019, PROCESSO 50016.000032/2019-22. CONTRATO N. 772/2016.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"MU";"Múltiplo";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000563";"2020NS000563";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL: GAP-CO - NF 2408 DE 30/12/2019  UG. 120629 GAP-CO PROCESSO 67278.008694/2018-81. NOTA FISCAL EMITIDA EM 30/12/2020 E RECEBIDA EM 31/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECHAMENTO DOS SISTEMAS.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"390079392522020NS000032";"2020NS000032";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"39000";"Ministério da Infraestrutura";"39252";"Departamento Nacional de Infraestrutura de Tr";"390079";"ADMINISTRAÇÃO DA HIDROVIA DO PARAGUAI";"39252";"DEPTO. NAC. DE INFRA­ESTRUTURA DE TRANSPORTES";"15413826000150";"ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA";"LIQUIDACAO DA FATURA DE PRESTACAO DE SERVICO DE FORNECIMENTO DE ENERGIA ELETRICA, PARA ATENDER A SEDE DA AHIPAR CAMPO GRANDE/MS, FATURA 159395530, DA EMPRESA ENERGIZA S/A, REFERENTE AO MES DE DEZEMBRO/2019, PROC. 50016.000022/2019-97. CONTRATO N. 489/2018";"MU";"Múltiplo";"MU";"Múltiplo";"MU";"Múltiplo";"MU";"Múltiplo";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000603";"2020NS000603";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL:GAP-CO NF 2394 DE 24/12/2019  UG 120629 GAP-CO PRO: 67278.008694/2018-81. NF EMITIDA 23/12/2019 E RECEBIDA 24/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"155001152752020NS001086";"2020NS001086";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"***.491.170-**";"SIMONE NASCIMENTO SILVA";"APROP DA PROPOSTA DE CONCESSAO SF DE SIMONE NASCIMENTO SILVA, PERIODO DE 01/01 A 24/01/2020, SENDO R$ 500,00 PARA DESP. DE CONSUMO.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000597";"2020NS000597";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL:GAP-CO NF 2380 DE 18/12/2019  UG 120629 GAP-CO PRO: 67278.008694/2018-81. NF EMITIDA 17/12/2019 E RECEBIDA 18/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"155001152752020NS001026";"2020NS001026";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26294";"Hospital de Clínicas de Porto Alegre";"155001";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"15275";"HOSPITAL DE CLINICAS DE PORTO ALEGRE";"***.895.730-**";"JOEL MACHADO DOS SANTOS";"APROP DA PROPOSTA DE CONCESSAO SF DE JOEL MACHADO DOS SANTOS, PERIODO DE 01/01 A 24/01/2020 SENDO R$ 2.500,00 P/DESP DE CONSUMO.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000562";"2020NS000562";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL: GAP-CO - NF 2409 DE 30/12/2019  UG. 120629 GAP-CO PROCESSO 67278.008694/2018-81. NOTA FISCAL EMITIDA EM 30/12/2019 E RECEBIDA EM 31/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECHAMENTO DOS SISTEMAS.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"200350000012020NS000033";"2020NS000033";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Departamento de Polícia Federal";"200350";"SUPERINTENDENCIA REG DA POLICIA FEDERAL EM MG";"00001";"TESOURO NACIONAL";"-11";"Informação protegida por sigilo nos termos da legislaçã";"Informações protegidas por sigilo, nos termos da legislação, para garantia da segurança da sociedade e do Estado";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"MU";"Múltiplo";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000569";"2020NS000569";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL:GAP-CO NF 2372 DE 15/12/2019  UG 120629 GAP-CO PRO: 67278.008694/2018-81. NF EMITIDA 13/12/2019 E RECEBIDA 15/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"390079392522020NS000065";"2020NS000065";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"39000";"Ministério da Infraestrutura";"39252";"Departamento Nacional de Infraestrutura de Tr";"390079";"ADMINISTRAÇÃO DA HIDROVIA DO PARAGUAI";"39252";"DEPTO. NAC. DE INFRA­ESTRUTURA DE TRANSPORTES";"33065699000127";"SEGUROS SURA S.A.";"LIQUIDACAO DA FATURA DE PRESTACAO DE SERVICO DE SEGURO AUTOMOTIVO, PARA ATENDER A FROTA DE VEICULOS DA AHIPAR/DNIT/MS, FATURA 109/22530668-4, DA EMPRESA SEGUROS SURA S/A, REFERENTE AO ANO DE 2020, PROC. 50016.000140/2019-03.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"39";"Outros Serviços de Terceiros - Pessoa Jurídic";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000786";"2020NS000786";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL:GAP-CO NF 2393 DE 24/12/2019  UG 120629 GAP-CO PRO: 67278.008694/2018-81. NF EMITIDA 23/12/2019 E RECEBIDA 24/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"390079392522020NS000053";"2020NS000053";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"39000";"Ministério da Infraestrutura";"39252";"Departamento Nacional de Infraestrutura de Tr";"390079";"ADMINISTRAÇÃO DA HIDROVIA DO PARAGUAI";"39252";"DEPTO. NAC. DE INFRA­ESTRUTURA DE TRANSPORTES";"33065699000127";"SEGUROS SURA S.A.";"LIQUIDACAO DAS DESPESAS DO BOLETO N.109/22530668-4 REFERENTE AO SERVICO DE SEGURO DA FROTA DE VEICULOS DA AHIPAR/DNIT/MS AO ANO DE 2020, CONFORME PREGAO ELETRONICO 0158/19-22, PROCESSO N.50016.000140/2019-03.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"39";"Outros Serviços de Terceiros - Pessoa Jurídic";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS001483";"2020NS001483";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL:GAP-CO NF 2378 DE 17/12/2019  UG 120629 GAP-CO PRO: 67278.008694/2018-81. NF EMITIDA 16/12/2019 E RECEBIDA 17/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"158413264112020NS000003";"2020NS000003";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26411";"Instituto Federal do Sudeste de Minas Gerais";"158413";"INST FED SUDESTE DE MG/CAMPUS BARBACENA";"26411";"INST.FED.DE EDUC.,CIENC.E TEC.DO SUDESTE MG";"09632105000138";"SEGURAR VIGILANCIA E SEGURANCA PATRIMONIAL EIRELI";"PAGAMENTO DA NOTA FISCAL 2019/4569 - PRESTACAO DE SERVICOS DE VIGILANCIA DIURNA E NOTURNA - PREGAO 001/2018 - RETENCAO DE 9,45, 11 DE INSS, 3,5 DE ISS E CONTA VINCULADA - REFERENTE A NOVEMBRO DE 2019 - CONTRATO 11/2018";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"37";"Locação de Mão-de-Obra";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000568";"2020NS000568";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL: GAP-CO - NF 2375 DE 13/12/2019  UG. 120629 GAP-CO PROCESSO 67278.008694/2018-81. NOTA FISCAL EMITIDA EM 13/12/2019 E RECEBIDA EM 15/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECHAMENTO DOS SISTEMAS.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"158128264082020NS000381";"2020NS000381";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"26000";"Ministério da Educação";"26408";"Instituto Federal do Maranhão";"158128";"INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO";"26408";"INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO";"07999481000130";"L T M CONSTRUCOES LTDA";"ATENDER PAGAMENTO DO REAJUSTE DA 9 (NOVA) MEDICAO EM REFERENCIA AO CONTRATO PARA CONSTRUCAO DO IFMA CAMPUS ROSARIO CONFORME PROCESSO: 23249.096997.2019-04 NF 201.";"4";"DESPESAS DE CAPITAL";"4";"Investimentos";"90";"Reserva de Contingência";"51";"Obras e Instalações";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000763";"2020NS000763";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL:GAP-CO NF 2390 DE 21/12/19  UG 120629 GAP-CO PRO: 67278.008694/2018-81. NF EMITIDA 20/12/19 E RECEBIDA 21/12/19, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
"160341000012020NS000125";"2020NS000125";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160341";"17º GRUPO DE ARTILHARIA DE CAMPANHA";"00001";"TESOURO NACIONAL";"28683271000108";"C.H.QUEIROZ PECAS E ACESSORIOS EIRELI";"AQUISICAO DE MATERIAL EXPEDIENTE (BLOCOS RASC)- DANFE230 DE 11DEZ19 - OPTANTE PELO SIMPLES - LIC: PE 14/2018-UG 160064 UGNP - DOC REQS: DIEX NR 1301-PIPAADM/17º GAC,15/08/19 - UG 160341.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"-1";"Sem informação";"-1";"Sem informação"
"120629000012020NS000566";"2020NS000566";"01/01/2020";"NS";"Nota de Lançamento de Sistema";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120629";"GRUPAMENTO DE APOIO DE CANOAS";"00001";"TESOURO NACIONAL";"21118076000196";"F&F BROS LTDA";"APL:GAP-CO NF 2373 DE 16/12/2019  UG 120629 GAP-CO PRO: 67278.008694/2018-81. NF EMITIDA 13/12/2019 E RECEBIDA 16/12/2019, POREM, LANCADA A POSTERIOR DEVIDO A DATA DE FECH. DOS SISTEMAS. DT DE EMISSAO ALTERADA, O SISTEMA NAO ACEITA.";"3";"DESPESAS CORRENTES";"3";"Outras Despesas Correntes";"90";"Reserva de Contingência";"30";"Material de Consumo";"0006";"ALIMENTACAO DE MILITARES EM RANCHO";"00";"NAO ATRIBUIDO"
